UWBM,Bird,81375,,Hylocharis xantusii,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Hylocharis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hylocharis,,xantusii,,species,,Xantus' Hummingbird,female,present,round/wing | tissue,
UWBM,Bird,82874,,Lampornis amethystinus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,amethystinus,,species,,Amethyst-throated Hummingbird,female,present,round/wing | tissue,
UWBM,Bird,47618,,Lampornis calolaema,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,calolaema,,species,,Purple-throated Mountain-gem,male,present,skeleton | wing,
UWBM,Bird,56201,,Lampornis calolaema,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,calolaema,,species,,Purple-throated Mountain-gem,female,present,round/wing | tissue,
UWBM,Bird,56210,,Lampornis calolaema,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,calolaema,,species,,Purple-throated Mountain-gem,male,present,round/wing | tissue,
UWBM,Bird,56216,,Lampornis calolaema,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,calolaema,,species,,Purple-throated Mountain-gem,female,present,skel/wing | tissue,
UWBM,Bird,56224,,Lampornis calolaema,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,calolaema,,species,,Purple-throated Mountain-gem,male,present,round/wing | tissue,
UWBM,Bird,69116,,Lampornis calolaema,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,calolaema,,species,,Purple-throated Mountain-gem,male,present,round/wing | tissue,
UWBM,Bird,69126,,Lampornis calolaema,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,calolaema,,species,,Purple-throated Mountain-gem,female,present,round/wing | tissue,
UWBM,Bird,56209,,Lampornis calolaema,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,calolaema,,species,,Purple-throated Mountain-gem,female,present,round/wing | tissue,
UWBM,Bird,69094,,Lampornis calolaema,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,calolaema,,species,,Purple-throated Mountain-gem,male,present,round/wing | tissue,
UWBM,Bird,69098,,Lampornis calolaema,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,calolaema,,species,,Purple-throated Mountain-gem,female,present,round/wing | tissue,
UWBM,Bird,69099,,Lampornis calolaema,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,calolaema,,species,,Purple-throated Mountain-gem,male,present,round/wing | tissue,
UWBM,Bird,82363,,Lampornis clemenciae,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,clemenciae,,species,,Blue-throated Hummingbird,female,present,round/wing | tissue,
UAZ,Ornithology,UAz-013618,None,Lampornis clemenciae,,| Apodiformes |  | Trochilidae | Trochilinae | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,clemenciae,,species,,Blue-throated Hummingbird,in question,present,Skin + 1 Wing + Trunk Skeleton,
UWBM,Bird,56113,,Lampornis sybillae,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,sybillae,,species,,Green-breasted Mountain-gem,male,present,skel/wing | tissue,
UWBM,Bird,56118,,Lampornis sybillae,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,sybillae,,species,,Green-breasted Mountain-gem,male,present,round/wing | tissue,
UWBM,Bird,56121,,Lampornis sybillae,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,sybillae,,species,,Green-breasted Mountain-gem,male,present,round/wing | tissue,
UWBM,Bird,56152,,Lampornis sybillae,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,sybillae,,species,,Green-breasted Mountain-gem,male,present,round skin | wing,
UWBM,Bird,56159,,Lampornis sybillae,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,sybillae,,species,,Green-breasted Mountain-gem,male,present,round/wing | tissue,
UWBM,Bird,56160,,Lampornis sybillae,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,sybillae,,species,,Green-breasted Mountain-gem,female,present,round/wing | tissue,
UWBM,Bird,56178,,Lampornis sybillae,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Lampornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lampornis,,sybillae,,species,,Green-breasted Mountain-gem,female,present,round/wing | tissue,
CUMV,Bird,50340,JTW 376,Lepidopyga coeruleogularis,,Animalia | Chordata | Aves | Apodiformes | Trochilidae | Lepidopyga,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lepidopyga,,coeruleogularis,,species,,,male,present,tissue (frozen); study skin; spread wing,
CUMV,Bird,50341,JTW 377,Lepidopyga coeruleogularis,,Animalia | Chordata | Aves | Apodiformes | Trochilidae | Lepidopyga,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lepidopyga,,coeruleogularis,,species,,,male,present,spread wing; tissue (frozen); study skin,
LSUMZ,Birds,177779,,Lepidopyga coeruleogularis,,|  |  |  |  | Lepidopyga,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Lepidopyga,,coeruleogularis,,species,,,,present,Skeleton & Spread Wing,
YPM,VZ,YPM ORN 142529,,Myrmia micrura,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrmia,,micrura,,Species,,Short-tailed Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142528,,Myrmia micrura,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrmia,,micrura,,Species,,Short-tailed Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round (half tail saved by C. J. Clark; tissue at MECN); wing",
YPM,VZ,YPM ORN 142531,,Myrmia micrura,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrmia,,micrura,,Species,,Short-tailed Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142527,,Myrmia micrura,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrmia,,micrura,,Species,,Short-tailed Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round (half tail saved by C. J. Clark; tissue at MECN); wing",
YPM,VZ,YPM ORN 142530,,Myrmia micrura,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrmia,,micrura,,Species,,Short-tailed Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142537,,Myrmia micrura,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrmia,,micrura,,Species,,Short-tailed Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round (bill in Alejandro Rico collection; tissue at MECN); wing",
YPM,VZ,YPM ORN 142519,,Myrmia micrura,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrmia,,micrura,,Species,,Short-tailed Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round (skull and bill at Alejandro Rico collection; tissue at MECN); wing",
YPM,VZ,YPM ORN 142521,,Myrmia micrura,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrmia,,micrura,,Species,,Short-tailed Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142520,,Myrmia micrura,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrmia,,micrura,,Species,,Short-tailed Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142522,,Myrmia micrura,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrmia,,micrura,,Species,,Short-tailed Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142532,,Myrmia micrura,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrmia,,micrura,,Species,,Short-tailed Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142533,,Myrmia micrura,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrmia,,micrura,,Species,,Short-tailed Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142538,,Myrtis fanny fanny,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrtis,,fanny,fanny,Subspecies,,Purple-collared Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142539,,Myrtis fanny fanny,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrtis,,fanny,fanny,Subspecies,,Purple-collared Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142535,,Myrtis fanny fanny,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrtis,,fanny,fanny,Subspecies,,Purple-collared Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142523,,Myrtis fanny fanny,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrtis,,fanny,fanny,Subspecies,,Purple-collared Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142506,,Myrtis fanny fanny,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrtis,,fanny,fanny,Subspecies,,Purple-collared Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142534,,Myrtis fanny fanny,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrtis,,fanny,fanny,Subspecies,,Purple-collared Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142536,,Myrtis fanny fanny,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrtis,,fanny,fanny,Subspecies,,Purple-collared Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142524,,Myrtis fanny fanny,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrtis,,fanny,fanny,Subspecies,,Purple-collared Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142525,,Myrtis fanny fanny,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrtis,,fanny,fanny,Subspecies,,Purple-collared Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142526,,Myrtis fanny fanny,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Myrtis,,fanny,fanny,Subspecies,,Purple-collared Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round (tissue at MECN); wing",
UWBM,Bird,77159,,Ocreatus underwoodii,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Ocreatus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Ocreatus,,underwoodii,,species,,Booted Rackettail,male,present,wing | tissue,
LSUMZ,Birds,150467,,Orthorhyncus cristatus,,|  |  |  |  | Orthorhyncus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Orthorhyncus,,cristatus,,species,,,,present,Skeleton & Spread Wing,
LSUMZ,Birds,112277,,Panterpe insignis,,|  |  |  |  | Panterpe,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Panterpe,,insignis,,species,,,,present,Skeleton & Spread Wing,
UWBM,Bird,56034,,Phaeochroa cuvierii,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Phaeochroa,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaeochroa,,cuvierii,,species,,Scaly-breasted Hummingbird,male,present,round/wing | tissue,
LSUMZ,Birds,165775,,Phaethornis bourcieri,,|  |  |  |  | Phaethornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,bourcieri,,species,,,,present,Wing(s) Only,
UWBM,Bird,76887,,Phaethornis guy coruscans,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Phaethornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,guy,coruscans,subspecies,,Green Hermit,male,present,round/wing | tissue,
UWBM,Bird,76890,,Phaethornis guy coruscans,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Phaethornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,guy,coruscans,subspecies,,Green Hermit,male,present,round/wing | tissue,
UWBM,Bird,76893,,Phaethornis guy coruscans,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Phaethornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,guy,coruscans,subspecies,,Green Hermit,female,present,round/wing | tissue,
UWBM,Bird,77035,,Phaethornis guy coruscans,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Phaethornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,guy,coruscans,subspecies,,Green Hermit,female,present,skel/wing | tissue,
UWBM,Bird,76984,,Phaethornis guy coruscans,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Phaethornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,guy,coruscans,subspecies,,Green Hermit,male,present,round/wing | tissue,
LSUMZ,Birds,165793,,Phaethornis longirostris,,|  |  |  |  | Phaethornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,longirostris,,species,,,,present,Skeleton & Spread Wing,
UWBM,Bird,56225,,Phaethornis longuemareus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Phaethornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,longuemareus,,species,,Little Hermit,male,present,round/wing | tissue,
UWBM,Bird,68960,,Phaethornis longuemareus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Phaethornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,longuemareus,,species,,Little Hermit,male,present,round/wing | tissue,
UWBM,Bird,69156,,Phaethornis longuemareus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Phaethornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,longuemareus,,species,,Little Hermit,female,present,wing | tissue,
UWBM,Bird,68970,,Phaethornis longuemareus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Phaethornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,longuemareus,,species,,Little Hermit,female,present,round/wing | tissue,
UWBM,Bird,68975,,Phaethornis longuemareus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Phaethornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,longuemareus,,species,,Little Hermit,female,present,skel/wing | tissue,
UWBM,Bird,69145,,Phaethornis longuemareus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Phaethornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,longuemareus,,species,,Little Hermit,male,present,round/wing | tissue,
CM,Birds,S8851,DSW 3246,Phaethornis longuemareus,,Apodiformes | Trochilidae |  | PHAETHORNIS,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,longuemareus,,species,,,female,present,skeleton | wing,
UWBM,Bird,77784,,Phaethornis malaris,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Phaethornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,malaris,,species,,Great-billed Hermit,male,present,wing | tissue,
UWBM,Bird,77150,,Phaethornis malaris,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Phaethornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,malaris,,species,,Great-billed Hermit,male,present,wing | tissue,
LSUMZ,Birds,163136,,Phaethornis malaris,,|  |  |  |  | Phaethornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,malaris,,species,,,,present,Skeleton & Spread Wing,
YPM,VZ,YPM ORN 137639,,Phaethornis ruber ruber,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Phaethornithinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,ruber,ruber,Subspecies,,Reddish Hermit; Hummingbirds; Birds; vertebrates; chordates; animals,male,,skeleton; tissue frozen; wing,
UWBM,Bird,56018,,Phaethornis superciliosus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Phaethornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,superciliosus,,species,,Long-tailed Hermit,female,present,round/wing | tissue,
UWBM,Bird,56053,,Phaethornis superciliosus,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Phaethornis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,,superciliosus,,species,,Long-tailed Hermit,male,present,round/wing | tissue,
